Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,59.6998057878898,58.5001207093468,56.4004307643052,54.2999033143825,52.2001024788822,50.5003622892569,49.9004565959538,49.7996798112052,50.0994479705607,49.9357644361384,49.999999783376,49.9999999284355,49.0994899748136,46.900247591302,44.8001927772218,42.6004959543781,40.8000422770903,39.600068544901,38.0998850044352,36.7006106452372,34.7997902925858,33.600594069298,31.4002878296904,29.5004719164457,28.3004732191972,27.4221255696103,26.6835824139394,25.7514969232104,24.7219896417516,23.5998617642926,23.3895439435814,22.7576917299572,22.3337098676163,..
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,21.3998872590163,21.7000243425486,22.4000121214473,22.6995776689319,23.0000736975223,23.49963762947,23.6998526421519,23.500432007866,23.0005323799264,23.023356315873,22.2999574138844,21.4001092305534,21.6000325434869,22.4994614622706,23.8000187537425,25.199391892894,26.7999628550146,27.1998200006042,27.8001239413266,28.6998225784778,29.5001308375219,30.299593102714,30.0998998646846,29.9004567248528,29.2998150635927,29.6478206477479,30.006801239174,30.4205634780259,30.817612985634,31.4198867558998,31.6571256947649,31.6790307356619,31.8374411581754,..
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,18.9003069530939,19.7998549481046,21.1995569606092,23.0005190166856,24.7998238235955,26.0000000812731,26.3996907618943,26.699888328784,26.9000196495129,27.0408792479886,27.7000426583236,28.599890841011,29.3004774816994,30.6002909464274,31.3997884690357,32.2001121527279,32.3999948678951,33.2001114544947,34.0999910542382,34.5995666423211,35.7000788698922,36.099812827988,38.499812305625,40.5990713587015,42.3997117172101,42.9300536500257,43.3096163468866,43.8279395987636,44.4603972390753,44.9802514798076,44.9533303616537,45.5632775343809,45.8288489742083,..
China,CHN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,79.17,78.706,78.234,77.754,77.267,76.773,76.271,75.762,75.245,74.721,74.19,73.878,73.563,73.246,72.927,72.605,72.28,71.954,71.625,71.294,70.96,70.86,70.41,69.97,69.65,69.3,68.88,68.35,67.81,67.38,65.976,67.11,65.8,65.83,65.393
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.5843081183771,24.034067384598,21.3288613741081,19.3074684038403,19.4742827285474,19.5965196106392,19.3254855475406,17.8952767359135,17.1590347605501,16.0647884669624,14.6762416552585,13.9834613522186,13.3014877126424,12.3489989652141,12.916648166837,11.6414956029627,10.6257605278405,10.2461657566004,10.1690478477936,9.63618551442703,9.32517694053669,9.17765379535199,9.11371387030751,8.94289396230057,8.64349139629661,8.38701488219603,8.0572875346436,7.46356501656873,7.04302025319625,7.1436902775818,7.69864253416333,7.24101746939763,7.32176246533625,7.12013561003674,..
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,41.0329187714114,41.4873957334357,43.1153329105596,46.1765354656363,46.1630611510582,46.7505423777989,47.1042431827224,47.0990459934673,45.7976362166401,45.3598634425003,45.5361031777126,44.7934123391013,44.4505675337902,45.622784849177,45.9002116666747,47.0225784802473,47.5573975653221,46.8841692340036,46.9711723611155,45.9571472862473,46.4978311381926,46.5292894700168,45.4229807420935,44.1767045363398,43.0855681093574,40.8413399694664,39.5806215022693,39.8516984491913,39.6870118233885,38.5874054560514,37.8428217198988,39.2907720034165,39.3276698500683,38.2829907905443,..
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9750699702633,32.0939243286777,32.4523280565943,32.3833531164407,32.1194116033475,31.596238091031,31.6128216820061,32.0647911864237,31.528577865974,30.6710080721744,30.3964442055154,28.9516705787219,28.0694422377123,28.10893687151,27.8410111544177,26.7747241232901,26.2851657561442,27.5471027442599,27.06653547345,26.1806435806937,..
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,32.3827731102114,34.478536877422,35.5558057153323,34.5159961305235,34.3626561203943,33.6529380115618,33.5702712683445,35.0056772706192,37.0433290228098,38.5753480894331,39.7876551670289,41.2231263086801,42.247944754389,42.0282161856089,41.1831401664883,41.3359259167899,41.8168419068374,42.869665009396,42.8597797907776,44.4066671993256,44.1769919215134,44.2930567346312,45.463305387599,46.8804015015283,48.270940494346,50.7716451484828,52.3620909629531,52.6847365342399,53.2699679234152,54.2689042663668,54.4585357459379,53.4682105271859,53.3505676845955,54.596873599419,..
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,905.032457182312,975.462915554045,1100.64611588261,1239.1293732409,1384.93015732283,1520.02946941719,1653.43378890759,1787.76697702905,1909.62232844399,2038.2064740575,2193.89686642215,2359.57238513523,2557.89161202627,2797.17665912283,3061.83317262874,3390.71615945044,3800.76579592591,4319.03139751247,4711.64344921263,5128.90412774381,5647.06872713954,6152.69687271855,6591.66249405644,7056.42309152349,7532.78530130172,8016.44559489998,8516.52874235572,9053.22872461936,9619.20947510677,10155.5108830542,10358.1699971792,11223.2553476968,11555.9302384568,12175.1961147248,..
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.9202513677681,9.26278608516616,14.2245295924965,13.8837293017729,13.0368066326745,10.9539543419,9.92255675282291,9.23677989187537,7.84595178729862,7.6616515004031,8.49009340597647,8.33573347817196,9.13363078966614,10.0380304810393,10.1136213776263,11.3945918098927,12.7209556654032,14.2308609331955,9.65067891939361,9.39872563259674,10.6358710644913,9.55083217877568,7.86373644862111,7.76615009773009,7.42576365632412,7.04132887873656,6.84876220495761,6.94720079331685,6.7497738324959,5.95050075367413,2.23863835634639,8.44846941687277,2.95066992959268,5.24955786387791,..
